paper_id	0	1	2	3	4	decision
"https://openreview.net/forum?id=rniPWlLN8S
"	Weak Accept	Weak Reject	Weak Reject	Weak Reject		
"https://openreview.net/forum?id=xK-UtqDpD7L
"	Weak Accept	Strong Accept				
"https://openreview.net/forum?id=N8H4OPM0xh5
"	Weak Reject	Strong Reject	Weak Reject	Weak Accept		
"https://openreview.net/forum?id=7I1M1C7oCzy
"	Weak Accept	Weak Reject	Weak Accept	Weak Accept		
"https://openreview.net/forum?id=OGUD2AGR_ZY
"	Weak Reject	Weak Accept	Weak Reject	Weak Reject		
"https://openreview.net/forum?id=bJS2fBkFZ-K
"	Weak Accept	Weak Accept	Weak Accept	Weak Reject		
"https://openreview.net/forum?id=7RyzGWLk79H
"	Weak Accept	Strong Accept	Weak Accept	Weak Reject		
"https://openreview.net/forum?id=WgINXAx_d5
"	Weak Reject	Weak Reject	Strong Reject			
"https://openreview.net/forum?id=8GINrqUS9h_
"	Weak Accept	Strong Reject	Weak Accept			
"https://openreview.net/forum?id=tiPHpS4eA4
"	Weak Reject	Weak Accept	Weak Accept			
"https://openreview.net/forum?id=SM70KHTBG-0
"	Weak Reject	Weak Accept	Weak Reject			
"https://openreview.net/forum?id=gUtbYFHluAg
"	Weak Reject	Weak Reject	Strong Reject	Weak Accept		
"https://openreview.net/forum?id=s1MUeNQJ0tU
"	Weak Reject	Weak Accept	Strong Reject	Weak Reject		
"https://openreview.net/forum?id=mZRSrN499LP
"	Strong Reject	Weak Accept	Weak Reject			
"https://openreview.net/forum?id=dlVPggCUk7W
"	Strong Reject	Weak Accept	Weak Reject	Weak Reject		
"https://openreview.net/forum?id=7nrjRHvCnif
"	Weak Reject	Weak Reject	Weak Reject	Weak Accept		
"https://openreview.net/forum?id=b1zMsZuzd2e
"	Weak Accept	Weak Accept	Weak Reject	Weak Reject		
"https://openreview.net/forum?id=QKpXDGfS5Nx
"	Weak Reject	Weak Reject	Strong Reject			
"https://openreview.net/forum?id=ViYLaruFwN3
"	Weak Reject	Weak Reject	Weak Reject	Weak Accept		
"https://openreview.net/forum?id=vA7UCJFIa8I
"	Weak Reject	Weak Accept	Weak Accept	Strong Reject		
"https://openreview.net/forum?id=7f3Vo1iguhA
"	Weak Accept	Weak Reject	Weak Reject	Strong Reject		
"https://openreview.net/forum?id=kBJuEGuaFqB
"	Weak Reject	Weak Reject	Strong Reject	Weak Reject		
"https://openreview.net/forum?id=Mp3Y5jd7rnW
"	Weak Accept	Strong Reject	Strong Accept	Strong Accept		
"https://openreview.net/forum?id=oPRhm0Aben_
"	Weak Accept	Weak Reject	Weak Accept			
"https://openreview.net/forum?id=h0dnKFJ2YZD
"	Weak Reject	Strong Reject	Weak Reject	Weak Reject		
"https://openreview.net/forum?id=GTyBkq36tjx
"	Strong Accept	Weak Reject	Weak Reject	Weak Accept		
"https://openreview.net/forum?id=AdFROt9BoqE
"	Weak Accept	Weak Accept	Weak Accept	Weak Accept		
"https://openreview.net/forum?id=uv1nRhayFII
"	Weak Accept	Weak Reject	Weak Accept	Weak Reject		
"https://openreview.net/forum?id=zldI4UpuG7v
"	Strong Accept	Strong Accept	Strong Accept	Weak Accept		
"https://openreview.net/forum?id=nPw7jaGBrCG
"	Weak Accept	Weak Reject	Weak Reject	Weak Accept		
"https://openreview.net/forum?id=uwHXzgdqMw
"	Weak Accept	Weak Accept	Weak Reject	Weak Reject		
"https://openreview.net/forum?id=cENbs-cK3pE
"	Weak Accept	Weak Reject	Weak Reject	Weak Reject		
"https://openreview.net/forum?id=7ZcePvChS7u
"	Weak Accept	Weak Accept	Weak Reject			
"https://openreview.net/forum?id=DLkubm-dq-y
"	Weak Reject	Weak Accept	Weak Accept	Weak Accept		
"https://openreview.net/forum?id=3sv2iKgfIll
"	Weak Reject	Strong Reject	Weak Reject	Weak Reject		
"https://openreview.net/forum?id=uhIfIEIiWm_
"	Weak Reject	Weak Accept	Weak Reject	Weak Accept		
"https://openreview.net/forum?id=ZJYbW8Cwys
"	Weak Accept	Weak Reject	Weak Accept			
"https://openreview.net/forum?id=ebaabNJxS9
"	Weak Reject	Strong Reject	Weak Reject	Weak Reject		
"https://openreview.net/forum?id=KwdUWypQ5gC
"	Weak Accept	Weak Reject	Weak Accept	Weak Reject		
"https://openreview.net/forum?id=nPNy30Z64sF
"	Weak Accept	Strong Accept	Weak Reject	Weak Reject		
"https://openreview.net/forum?id=J0y1Woz8HF0
"	Weak Reject	Weak Reject	Strong Reject			
"https://openreview.net/forum?id=ZL2keFk7WXJ
"	Weak Accept	Weak Reject	Strong Accept	Weak Accept		
"https://openreview.net/forum?id=jaYU8eB7Ww5
"	Weak Accept	Weak Reject	Weak Reject	Weak Accept		
"https://openreview.net/forum?id=Q_z3M7bQQCh
"	Strong Reject	Weak Reject	Strong Reject	Weak Reject		
"https://openreview.net/forum?id=Xo3eOibXCQ8
"	Weak Reject	Weak Reject	Strong Accept	Weak Reject		
"https://openreview.net/forum?id=sygvGP-YLfx
"	Strong Reject	Weak Accept	Strong Accept	Weak Accept		
"https://openreview.net/forum?id=JWROnOf4w-K
"	Strong Accept	Weak Accept	Strong Reject	Strong Accept		
"https://openreview.net/forum?id=K0gW0A6gi7G
"	Weak Reject	Weak Accept	Weak Reject			
"https://openreview.net/forum?id=CC4JMO4dzg
"	Weak Accept	Weak Accept	Strong Accept	Weak Reject		
"https://openreview.net/forum?id=Lq5Wm9Ux-2a
"	Weak Reject	Weak Accept	Strong Reject	Weak Accept		
"https://openreview.net/forum?id=lb7B5Rw7tjw
"	Weak Reject	Weak Accept	Weak Reject	Strong Accept		
"https://openreview.net/forum?id=eIhYNMtrKHS
"	Weak Accept	Weak Accept	Weak Reject	Strong Reject		
"https://openreview.net/forum?id=00OqOl4txhe
"	Strong Accept	Weak Reject	Strong Reject	Strong Accept		
"https://openreview.net/forum?id=wyCdmAJJY1F
"	Weak Accept	Strong Accept	Weak Reject	Weak Reject		
"https://openreview.net/forum?id=uA7HmUeDAIN
"	Strong Reject	Weak Reject	Strong Reject	Strong Reject	Weak Accept	
"https://openreview.net/forum?id=9hdJSUpb1wb
"	Weak Reject	Weak Reject	Weak Reject	Weak Reject		
"https://openreview.net/forum?id=r-w9Wh-QVnH
"	Weak Accept	Strong Accept	Weak Accept	Strong Accept		
"https://openreview.net/forum?id=kxkTfnvRwf
"	Weak Reject	Weak Reject	Weak Reject	Weak Reject		
"https://openreview.net/forum?id=VDj-mB1L7B4
"	Weak Reject	Weak Reject	Strong Reject	Weak Reject		
"https://openreview.net/forum?id=KWCZfuqshd
"	Strong Accept	Weak Accept	Strong Accept	Weak Accept		
"https://openreview.net/forum?id=Bb61YxpUbX5
"	Weak Accept	Weak Accept	Weak Reject	Strong Reject		
"https://openreview.net/forum?id=xX1HGRD7LR9
"	Weak Reject	Weak Reject	Weak Reject			
"https://openreview.net/forum?id=p6CWf6lE_1I
"	Weak Accept	Weak Reject	Strong Accept	Weak Reject		
"https://openreview.net/forum?id=TwgM21gsfe
"	Strong Reject	Weak Reject	Weak Reject	Strong Reject	Strong Reject	
"https://openreview.net/forum?id=Mzqn__AxyA6
"	Weak Accept	Weak Reject	Weak Reject			
"https://openreview.net/forum?id=tEeYTA3d5N
"	Weak Reject	Strong Reject	Weak Reject	Weak Reject		
"https://openreview.net/forum?id=aKVZx6gC4fi
"	Weak Reject	Strong Accept	Strong Reject	Weak Reject		
"https://openreview.net/forum?id=AbgXkA6KPK
"	Strong Accept	Weak Reject	Weak Reject	Strong Reject		
"https://openreview.net/forum?id=SdnUNPiMWh
"	Strong Accept	Strong Reject	Weak Reject			
"https://openreview.net/forum?id=tVgD4METs6o
"	Weak Reject	Weak Accept	Weak Reject	Weak Reject	Weak Accept	
"https://openreview.net/forum?id=LunGpKUNIR
"	Weak Accept	Weak Accept	Weak Accept	Weak Accept		
"https://openreview.net/forum?id=ZkKgfCZ9T35
"	Weak Reject	Strong Reject	Weak Reject			
"https://openreview.net/forum?id=jCIskrQYT_m
"	Strong Reject	Weak Reject	Strong Reject			
"https://openreview.net/forum?id=R4Sea6x5JRZ
"	Weak Accept	Weak Reject	Weak Reject	Weak Accept		
"https://openreview.net/forum?id=JErNvd_lKHr
"	Weak Accept	Weak Reject	Weak Reject	Weak Reject		
"https://openreview.net/forum?id=XAqnnK9fy8V
"	Weak Reject	Strong Reject	Weak Accept	Strong Reject		
"https://openreview.net/forum?id=okN5yhXDeYH
"	Weak Accept	Weak Accept	Strong Reject	Weak Reject		
"https://openreview.net/forum?id=IcnTZ_p_S9
"	Strong Reject	Weak Accept	Weak Reject	Weak Reject		
"https://openreview.net/forum?id=be43Lmv7ddo
"	Weak Reject	Weak Reject	Weak Reject	Weak Reject		
"https://openreview.net/forum?id=7JVNhaMbZUu
"	Weak Accept	Weak Reject	Strong Accept	Weak Reject		
"https://openreview.net/forum?id=vyR0C7zvozS
"	Weak Accept	Weak Accept	Weak Reject	Strong Accept		
"https://openreview.net/forum?id=ZQbq63FN9y6
"	Weak Reject	Strong Reject	Weak Reject	Weak Reject		
"https://openreview.net/forum?id=pPR--ivXwPD
"	Weak Accept	Weak Accept	Weak Reject			
"https://openreview.net/forum?id=KXkzplx6H2K
"	Weak Accept	Weak Reject	Weak Accept	Weak Reject		
"https://openreview.net/forum?id=KRIyUd8-Na8
"	Weak Reject	Weak Accept	Weak Reject	Weak Reject		
"https://openreview.net/forum?id=RgJwDQwW82y
"	Weak Accept	Weak Accept	Weak Reject			
"https://openreview.net/forum?id=qUhkhHw8Dz
"	Weak Reject	Weak Accept	Weak Reject			
"https://openreview.net/forum?id=tiV4Tc47zTt
"	Strong Reject	Weak Reject	Weak Reject	Weak Reject		
"https://openreview.net/forum?id=qeuFbob4sUE
"	Weak Reject	Weak Reject	Strong Reject	Strong Reject		
"https://openreview.net/forum?id=8ck76ukgXUV
"	Weak Accept	Weak Reject	Weak Reject	Weak Reject		
"https://openreview.net/forum?id=aMWCcu1mqs9
"	Weak Accept	Weak Accept	Weak Reject	Weak Reject		
"https://openreview.net/forum?id=rJIwfTxTXvm
"	Weak Accept	Weak Accept	Weak Reject	Weak Reject		
"https://openreview.net/forum?id=hereAl1qlj4
"	Weak Reject	Strong Reject	Weak Reject	Weak Accept	Strong Reject	
"https://openreview.net/forum?id=N-MGQxCZm4m
"	Weak Reject	Strong Reject	Weak Reject	Weak Accept		
"https://openreview.net/forum?id=f_XmiyZcsjL
"	Weak Reject	Weak Reject	Weak Accept	Strong Accept		
"https://openreview.net/forum?id=iAjYLPJPlFv
"	Weak Reject	Weak Reject	Weak Accept	Weak Reject		
"https://openreview.net/forum?id=-l2IGraIadE
"	Weak Reject	Strong Reject	Weak Reject	Weak Reject		
"https://openreview.net/forum?id=_PZIOgxXJeC
"	Strong Reject	Weak Reject	Strong Reject	Strong Reject		
"https://openreview.net/forum?id=ueKhNroWzQz
"	Weak Reject	Weak Reject	Strong Reject	Weak Reject		
"https://openreview.net/forum?id=n7SU31I22a
"	Weak Reject	Weak Reject	Strong Reject	Strong Reject		
"https://openreview.net/forum?id=UW5A3SweAH
"	Strong Reject	Weak Accept	Weak Accept	Weak Reject		
"https://openreview.net/forum?id=jCysV5UJ_FF
"	Weak Reject	Weak Reject	Weak Reject	Weak Accept		
"https://openreview.net/forum?id=FeKpYVftqWm
"	Weak Reject	Weak Reject	Weak Accept			
"https://openreview.net/forum?id=Nami6yfBxGZ
"	Weak Accept	Weak Accept	Weak Reject	Strong Accept		
"https://openreview.net/forum?id=oz6GtZ83dHG
"	Weak Reject	Weak Accept	Weak Reject	Weak Reject		
"https://openreview.net/forum?id=pVSaWTgDmCu
"	Strong Accept	Weak Reject	Weak Reject	Weak Reject		
"https://openreview.net/forum?id=P9auzje_pF
"	Weak Accept	Weak Reject	Weak Reject			
"https://openreview.net/forum?id=fjPC0NLhdY1
"	Strong Reject	Strong Reject	Weak Reject	Weak Accept		
"https://openreview.net/forum?id=0NafaTEm3Td
"	Weak Accept	Strong Accept	Weak Reject	Weak Accept		
"https://openreview.net/forum?id=1H078V9ZW4m
"	Weak Reject	Weak Reject	Weak Reject			
"https://openreview.net/forum?id=SGpii42JJsX
"	Weak Reject	Weak Reject	Weak Reject	Weak Accept		
"https://openreview.net/forum?id=QgXArq7RIh
"	Weak Accept	Weak Accept	Weak Accept	Weak Accept		
"https://openreview.net/forum?id=bUUf1CT1sNu
"	Weak Reject	Weak Accept	Weak Accept	Weak Accept		
"https://openreview.net/forum?id=J2lnOdnLSnA
"	Weak Reject	Weak Reject	Weak Reject	Weak Reject		
"https://openreview.net/forum?id=KDuBFXyRuE-
"	Weak Accept	Strong Accept	Weak Accept	Strong Accept		
"https://openreview.net/forum?id=OZLolYQvLUg
"	Weak Accept	Weak Reject	Weak Accept	Weak Accept		
"https://openreview.net/forum?id=YWIEKRyaR2f
"	Weak Reject	Weak Accept	Weak Reject			
"https://openreview.net/forum?id=7Nwds2LjN1s
"	Weak Accept	Weak Accept	Strong Accept	Weak Reject		
"https://openreview.net/forum?id=ndYsaoyzCWv
"	Weak Accept	Weak Accept	Strong Accept	Strong Reject		
"https://openreview.net/forum?id=cRiBnhoiQwO
"	Weak Reject	Weak Accept	Weak Reject	Weak Accept		
"https://openreview.net/forum?id=GS8xD_elvgC
"	Weak Accept	Weak Accept	Weak Reject	Strong Reject		
"https://openreview.net/forum?id=Tm94v66t0L4
"	Weak Reject	Weak Reject	Weak Reject	Weak Reject		
"https://openreview.net/forum?id=Epy0T6Pkyzh
"	Strong Reject	Weak Reject	Strong Reject			
"https://openreview.net/forum?id=qUvTmyGpnm7
"	Weak Reject	Weak Accept	Weak Accept	Weak Reject		
"https://openreview.net/forum?id=uPWhEXjyvoo
"	Weak Accept	Weak Reject	Strong Reject	Weak Reject		
"https://openreview.net/forum?id=VXzSytdYzQr
"	Strong Reject	Strong Reject	Weak Accept	Weak Reject		
"https://openreview.net/forum?id=N-HtsQkRotI
"	Weak Reject	Weak Reject	Weak Accept			
"https://openreview.net/forum?id=PS_eCS_WCvD
"	Weak Accept	Weak Accept	Weak Accept	Weak Accept		
"https://openreview.net/forum?id=nDpsOyCzBkI
"	Strong Reject	Strong Reject	Weak Reject			
"https://openreview.net/forum?id=WbdaYyDkNZL
"	Weak Reject	Weak Accept	Weak Accept	Weak Accept		
"https://openreview.net/forum?id=VHia4Cint7
"	Weak Reject	Weak Reject	Weak Accept	Weak Reject		
"https://openreview.net/forum?id=qaqhxXHqFhZ
"	Weak Reject	Strong Reject	Weak Accept	Weak Reject		
"https://openreview.net/forum?id=024pDrCFslj
"	Weak Reject	Weak Reject	Strong Reject	Weak Reject		
"https://openreview.net/forum?id=TUXBIfdZWG
"	Strong Reject	Strong Accept	Weak Accept	Weak Reject		
"https://openreview.net/forum?id=Y7xQsyGEQ0C
"	Weak Reject	Weak Reject	Weak Reject	Weak Accept		
"https://openreview.net/forum?id=UWTP_JvSug
"	Weak Accept	Weak Accept	Weak Accept	Weak Accept		
"https://openreview.net/forum?id=eyxfGTFZbNQ
"	Weak Reject	Weak Reject	Strong Accept	Weak Reject		
"https://openreview.net/forum?id=1RJxKxjvlot
"	Weak Accept	Strong Reject	Strong Reject	Weak Accept		
"https://openreview.net/forum?id=Cmplgzpksm
"	Strong Reject	Weak Reject	Weak Reject			
"https://openreview.net/forum?id=K8W6ObPZQyh
"	Weak Accept	Weak Accept	Weak Accept			
"https://openreview.net/forum?id=tODDlYYHGA
"	Weak Reject	Weak Reject	Weak Reject	Weak Reject		
"https://openreview.net/forum?id=X1mHeGGiQhF
"	Weak Reject	Weak Accept	Weak Reject	Weak Reject		
"https://openreview.net/forum?id=bX4p7vUHFbB
"	Weak Accept	Weak Accept	Weak Accept	Weak Reject		
"https://openreview.net/forum?id=abd_D-iVjk0
"	Weak Accept	Strong Accept	Weak Accept			
"https://openreview.net/forum?id=Ef7xodOrgNW
"	Weak Reject	Weak Accept	Weak Reject	Weak Reject		
"https://openreview.net/forum?id=nBnHXevkjZ
"	Weak Reject	Weak Accept	Weak Accept	Weak Accept		
"https://openreview.net/forum?id=IFrIuJsfrab
"	Strong Reject	Strong Reject	Strong Reject	Weak Accept		
"https://openreview.net/forum?id=VSsM5pnKSdb
"	Weak Reject	Weak Reject	Strong Reject			
"https://openreview.net/forum?id=u4QXJbcvx8u
"	Weak Reject	Weak Reject	Weak Reject	Weak Reject		
"https://openreview.net/forum?id=gjw34rt7GcS
"	Strong Reject	Weak Accept	Weak Reject	Weak Reject		
"https://openreview.net/forum?id=xC-68ANJeK_
"	Weak Reject	Weak Accept	Weak Reject			
"https://openreview.net/forum?id=vCYsBwILD3-
"	Weak Reject	Weak Reject	Weak Reject			
"https://openreview.net/forum?id=GvXpFS-BxHa
"	Weak Accept	Strong Accept	Weak Reject	Strong Reject		
"https://openreview.net/forum?id=Xux9gSS7WE0
"	Weak Reject	Weak Accept	Weak Accept	Weak Reject		
"https://openreview.net/forum?id=gJhuiYQ6VGJ
"	Weak Reject	Weak Accept	Weak Accept	Strong Reject		
"https://openreview.net/forum?id=1ztA9XlYYU
"	Weak Accept	Weak Accept	Weak Accept	Weak Reject		
"https://openreview.net/forum?id=fXMV2CEwNVo
"	Strong Accept	Weak Accept	Weak Reject	Weak Reject		
"https://openreview.net/forum?id=S3I8riTB7oU
"	Weak Accept	Weak Reject	Weak Reject	Weak Reject		
"https://openreview.net/forum?id=1vV0JRA2HY0
"	Strong Reject	Weak Accept	Weak Accept	Weak Reject		
"https://openreview.net/forum?id=SrSCqW4dq9
"	Weak Reject	Strong Accept	Weak Accept	Weak Accept		
"https://openreview.net/forum?id=TAgVKiF2O8p
"	Weak Reject	Weak Accept	Weak Reject	Strong Accept		
"https://openreview.net/forum?id=x6INXlnUGro
"	Weak Accept	Weak Accept	Weak Accept	Strong Accept		
"https://openreview.net/forum?id=PBl_73JIiDf
"	Strong Reject	Weak Accept	Strong Reject	Strong Reject		
"https://openreview.net/forum?id=IKC5TfXLuW0
"	Weak Accept	Weak Accept	Weak Reject	Strong Reject		
"https://openreview.net/forum?id=t-IO7wCaNgH
"	Strong Accept	Strong Accept	Weak Accept	Weak Reject		
"https://openreview.net/forum?id=WkbvHMQL6uJ
"	Weak Accept	Weak Accept	Strong Accept	Weak Reject		
"https://openreview.net/forum?id=8tmKW-NG2bH
"	Weak Accept	Weak Accept	Weak Reject	Weak Accept		
"https://openreview.net/forum?id=GeM6VUwYinO
"	Weak Reject	Strong Accept	Weak Accept	Weak Reject		
"https://openreview.net/forum?id=X4228W0QpvN
"	Weak Accept	Strong Reject	Weak Accept	Weak Reject		
"https://openreview.net/forum?id=NU7-3k2soNj
"	Weak Reject	Weak Accept	Weak Reject	Weak Accept		
"https://openreview.net/forum?id=vY3ORt0sw6E
"	Weak Accept	Weak Reject	Weak Reject	Weak Reject		
"https://openreview.net/forum?id=RpBdRBNAfJP
"	Weak Reject	Weak Reject	Weak Reject	Strong Reject		
"https://openreview.net/forum?id=uhhA2OryTjj
"	Weak Accept	Weak Reject	Strong Accept	Weak Accept		
"https://openreview.net/forum?id=MUcBYHjzqp7
"	Weak Accept	Weak Accept	Weak Accept	Weak Accept		
"https://openreview.net/forum?id=Bxr45keYrf
"	Strong Accept	Weak Accept	Weak Accept			
"https://openreview.net/forum?id=cAIIbdNAeNa
"	Weak Accept	Weak Accept	Weak Accept	Weak Accept		
"https://openreview.net/forum?id=ft8IeFe4-8e
"	Weak Accept	Weak Accept	Weak Accept	Weak Accept		
"https://openreview.net/forum?id=qCTB59YJwpJ
"	Strong Reject	Weak Reject	Weak Accept			
"https://openreview.net/forum?id=eI8CZ2s267o
"	Weak Reject	Weak Reject	Weak Accept	Weak Reject		
"https://openreview.net/forum?id=hW0tcXOJas2
"	Weak Reject	Weak Accept	Weak Accept	Weak Reject		
"https://openreview.net/forum?id=KM7POsgn-wK
"	Weak Reject	Strong Reject	Weak Reject	Weak Reject		
"https://openreview.net/forum?id=LUSm8m-vnNy
"	Weak Reject	Weak Reject	Weak Reject	Weak Reject		
"https://openreview.net/forum?id=yPJ9A0GWLg0
"	Weak Accept	Weak Reject	Weak Accept	Strong Accept		
"https://openreview.net/forum?id=vsEqPwewR-B
"	Weak Reject	Strong Reject	Weak Reject	Weak Reject		
"https://openreview.net/forum?id=1J0mfnHNc0A
"	Weak Accept	Weak Reject	Weak Reject	Weak Accept		
"https://openreview.net/forum?id=HbGgF93Ppoy
"	Weak Accept	Weak Reject	Weak Accept	Strong Accept		
"https://openreview.net/forum?id=eP_N6U1idxl
"	Weak Accept	Weak Reject	Weak Reject	Weak Reject		
"https://openreview.net/forum?id=3OknszYFDhA
"	Weak Reject	Weak Accept	Strong Reject	Strong Reject		
"https://openreview.net/forum?id=2jY-7MJAkW9
"	Strong Reject	Weak Accept	Weak Accept	Strong Reject		
"https://openreview.net/forum?id=0qHKr8DYE1K
"	Weak Reject	Strong Reject	Strong Reject	Weak Reject		
"https://openreview.net/forum?id=c1QZRn7TJ0p
"	Strong Reject	Strong Reject	Weak Reject	Weak Reject		
"https://openreview.net/forum?id=DB6AS6TS6jF
"	Weak Reject	Weak Accept	Weak Reject			
"https://openreview.net/forum?id=oZ98Ai1Py1T
"	Weak Accept	Weak Reject	Weak Reject	Weak Accept		
"https://openreview.net/forum?id=JqqSTgdQ85F
"	Weak Reject	Weak Reject	Weak Accept	Weak Accept		
"https://openreview.net/forum?id=s6NEzqZKaP-
"	Strong Accept	Weak Accept	Strong Accept	Weak Accept		
"https://openreview.net/forum?id=3R3Pz5i0tye
"	Weak Reject	Weak Accept	Weak Accept			
"https://openreview.net/forum?id=1Pt2FM5BLdi
"	Weak Accept	Weak Reject	Weak Accept	Weak Accept		
"https://openreview.net/forum?id=i8JihKIfsJK
"	Weak Reject	Strong Reject	Strong Reject	Strong Reject		
"https://openreview.net/forum?id=fsDSV4wZGMn
"	Weak Reject	Weak Reject	Weak Reject	Weak Reject		
"https://openreview.net/forum?id=iM932PeUi_7
"	Weak Accept	Strong Reject	Weak Accept	Weak Accept		
"https://openreview.net/forum?id=No3mbanRlZJ
"	Weak Accept	Strong Accept	Strong Reject	Weak Accept		
"https://openreview.net/forum?id=-8Kt5J-9AI
"	Weak Accept	Weak Accept	Weak Accept	Weak Accept		
"https://openreview.net/forum?id=N8CftxAVYf
"	Weak Reject	Weak Accept	Weak Reject	Strong Reject		
"https://openreview.net/forum?id=Y42uoIekm5b
"	Weak Reject	Weak Accept	Weak Accept	Weak Reject		
"https://openreview.net/forum?id=Ag-vOezQ0Gw
"	Weak Accept	Weak Reject	Weak Accept			
"https://openreview.net/forum?id=LXYu_uP_f6X
"	Strong Reject	Weak Reject	Weak Accept			
"https://openreview.net/forum?id=Eal_lL08v_l
"	Weak Accept	Weak Reject	Strong Accept	Weak Accept		
"https://openreview.net/forum?id=2oUKcNs-BKH
"	Weak Reject	Weak Reject	Weak Accept	Weak Reject		
"https://openreview.net/forum?id=QkuuQgsyIDY
"	Weak Reject	Strong Reject	Weak Accept	Strong Reject		
"https://openreview.net/forum?id=MZRutW0HRFR
"	Weak Reject	Strong Reject	Strong Reject			
"https://openreview.net/forum?id=9TBSKDhsMwK
"	Weak Accept	Weak Accept	Weak Reject	Weak Reject		
"https://openreview.net/forum?id=iRabxvK3j0
"	Weak Accept	Weak Reject	Weak Reject			
"https://openreview.net/forum?id=2GeI47XPdc7
"	Weak Reject	Strong Reject	Weak Reject	Weak Accept		
"https://openreview.net/forum?id=teEnA3L4aRe
"	Weak Accept	Weak Reject	Weak Accept	Strong Accept		
"https://openreview.net/forum?id=GG7MkLlxvGB
"	Strong Reject	Weak Reject	Weak Accept			
"https://openreview.net/forum?id=MoSC0pziRd
"	Weak Accept	Weak Accept	Weak Accept	Weak Accept		
"https://openreview.net/forum?id=JpstZ8t3rfl
"	Weak Reject	Weak Reject	Weak Reject	Weak Accept		
"https://openreview.net/forum?id=2gfB_kMVFvP
"	Weak Reject	Weak Reject	Weak Accept	Weak Accept		
"https://openreview.net/forum?id=UENnp1bLDmb
"	Weak Reject	Weak Accept	Strong Reject	Strong Reject		
"https://openreview.net/forum?id=Bf6on28H0Jv
"	Weak Reject	Weak Accept	Weak Accept	Weak Reject	Weak Accept	
"https://openreview.net/forum?id=JtK7F6D8t-3
"	Weak Accept	Weak Reject	Strong Accept	Weak Accept		
